Bauartnummer;Bauartname;Spielname;Datum;Zulassungsinhaber;Fehler;TR-Version;ZL-Daten
2018;BULL-BUSTER;;10.07.2006;Monarch Beteiligungs GmbH, 12045 Berlin, Deutschland;false;TR 3.1;
2019;FEUERWALZE;;13.07.2006;Monarch Beteiligungs GmbH, 12045 Berlin, Deutschland;false;TR 3.1;
2020;MERKUR-BEAMER;;24.07.2006;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;false;TR 3.1;0x0235
2023;COOL-BLUE-CASINO-5-LINES;;28.08.2006;Bally Wulff Vertriebs GmbH, 12045 Berlin, Deutschland;false;TR 3.1;
2024;MERKUR-STAR;;30.08.2006;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;false;TR 3.1;0x0238
2025;PARADISE;;31.08.2006;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;false;TR 3.1;
2026;CROWN-PLATIN;;05.09.2006;CONDOR Automaten GmbH, 25462 Rellingen, Deutschland;false;TR 3.1;
2027;MERKUR-STAR-S;;06.09.2006;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;false;TR 3.1;0x0238
2028;NOVO-LINE-STAND;;08.09.2006;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;false;TR 3.1;
2029;RED-HOT-CASINO-5-LINES;;13.09.2006;Bally Wulff Vertriebs GmbH, 12045 Berlin, Deutschland;false;TR 3.1;
2030;BW1020;CAIPI;18.09.2006;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;false;TR 3.1;Ident
2031;BW1019;DAXX;18.09.2006;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;false;TR 3.1;Ident
2032;WILD-WATER;;21.09.2006;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;false;TR 3.1;0x8110
2033;BREAK-OUT;COCKTAILS;25.09.2006;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;false;TR 3.1;0x0259
2034;MULTI-GAME-CLASSIC;;26.09.2006;Bally Wulff Vertriebs GmbH, 12045 Berlin, Deutschland;false;TR 3.1;
2035;MONEY-MAKER;;13.10.2006;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;false;TR 3.1;
2036;NOVO-LINE-DE-LUXE;;24.10.2006;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;false;TR 3.1;
2037;CRISS-CROSS;;26.10.2006;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;false;TR 3.1;0x8109
2039;TRIOMINT-CUBE-CASINO;;02.11.2006;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;false;TR 3.1;
2040;MULTI-GAME-CLASSIC-WALL;;03.11.2006;Bally Wulff Vertriebs GmbH, 12045 Berlin, Deutschland;false;TR 3.1;
2041;BW1008;PIRATEN GOLD;06.11.2006;Monarch Beteiligungs GmbH, 12045 Berlin, Deutschland;false;TR 3.1;Ident
2042;BW1034;OXIGEN;09.11.2006;Monarch Beteiligungs GmbH, 12045 Berlin, Deutschland;false;TR 3.1;Ident
2043;CROWN-BIG-BEN;;15.11.2006;CONDOR Automaten GmbH, 25462 Rellingen, Deutschland;false;TR 3.1;
2044;NOVO-LINE-WALL;;17.11.2006;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;false;TR 3.1;
2045;TRIPLE-POWER;AVANTI;24.11.2006;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;false;TR 3.1;0x8106
2046;BW0472;SPACER;01.12.2006;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;false;TR 3.2;
2047;TRIOMINT-ALWAYS-HOT;;13.12.2006;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;false;TR 3.2;
2048;GOLD-PLAY-DELUXE;;14.12.2006;Spiel Tech 66 GmbH, 53937 Schleiden, Deutschland;false;TR 3.2;0x9213
2049;NOVO-LINE-WALL-P;;19.12.2006;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;false;TR 3.2;
2051;MOSQUITO;;20.12.2006;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;false;TR 3.2;0x0262
2052;CROWN-BANCO;;21.12.2006;Bergmann Automaten GmbH, 25462 Rellingen, Deutschland;false;TR 3.2;
2053;SIRIUS;;21.12.2006;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;false;TR 3.2;0x8113
2054;TRIOMINT-EL-PASO;;21.12.2006;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;false;TR 3.2;
2055;TRIOMINT-ULTRA-HOT;;27.12.2006;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;false;TR 3.2;
2056;CASINO-ELEGANCE-SLIM-I;;08.01.2007;WEBAK Elektronik Handels GmbH, 4810 Gmunden, Österreich;false;TR 3.2;
2057;TRIOMINT-MEGA-HOT;;24.01.2007;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;false;TR 3.2;
2058;TRIOMINT-CASINO-ROYAL;;30.01.2007;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;false;TR 3.2;
2060;HOT-HOT-HOT;;31.01.2007;Walberer Automaten GmbH + Co., 45041 Essen, Deutschland;false;TR 3.2;
2062;PANTHER-TRESOR;;14.02.2007;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;false;TR 3.2;
2063;PANTHER-CALYPSO;;14.02.2007;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;false;TR 3.2;
2064;MERKUR-MULTI;;16.02.2007;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;false;TR 3.2;0x0274
2065;TRIOMINT-CHIP-RUNNER;;16.02.2007;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;false;TR 3.2;
2066;BW1031;PHANTOM;14.03.2007;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;false;TR 3.2;Ident
2068;SIRIUS-JACKPOT;;29.03.2007;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;false;TR 3.3;0x8112
2069;CROWN-MAGIC-RISK;;03.04.2007;CONDOR Automaten GmbH, 25462 Rellingen, Deutschland;false;TR 3.3;
2070;MERKUR-MULTI-S;;11.04.2007;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;false;TR 3.3;0x0275
2071;HOT-DOG;;26.04.2007;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;false;TR 3.3;0x8114
2072;RAPTOR;;26.04.2007;Spiel Tech 66 GmbH, 53937 Schleiden, Deutschland;false;TR 3.3;0x9215
2073;BW1032;BABA JAGA;04.05.2007;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;false;TR 3.3;Ident
2074;NOVO-STAR-STAND;;11.05.2007;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;false;TR 3.3;
2075;HOT-PEPPER;;15.05.2007;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;false;TR 3.3;0x8115
2076;ADP-1002;NEW STAR;22.05.2007;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;false;TR 3.3;0x0287
2077;QUADRO-LINER;;30.05.2007;VENATOR Münzautomaten GmbH, 34117 Kassel, Deutschland;false;TR 3.3;
2078;MERKUR-MULTI-CASINO;;30.05.2007;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;false;TR 3.3;0x0276
2079;BW1033;HOT SLOT;04.06.2007;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;false;TR 3.3;Ident
2081;ADP-1003;GOOD LUCK;08.06.2007;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;false;TR 3.3;0x0265
2082;ALEX;;15.06.2007;Spiel Tech 66 GmbH, 53937 Schleiden, Deutschland;false;TR 3.3;0x9218
2083;CRUISER;;15.06.2007;Spiel Tech 66 GmbH, 53937 Schleiden, Deutschland;false;TR 3.3;0x9217
2084;GLÜCKSRAD;;19.06.2007;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;false;TR 3.3;
2085;CROWN-M5;;28.06.2007;CONDOR Automaten GmbH, 25462 Rellingen, Deutschland;false;TR 3.3;
2086;BW1043;HEXEN TANZ;13.07.2007;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 3.3;Ident
2087;NOVO-LINE-2-CASINO;;18.07.2007;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;false;TR 3.3;
2088;NOVO-LINE-2-STAND;;19.07.2007;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;false;TR 3.3;
2089;NOVO-LINE-2-DE-LUXE;;24.07.2007;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;false;TR 3.3;
2090;NOVO-LINE-2-WALL-P;;26.07.2007;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;false;TR 3.3;
2091;BW0508;MULTI GAME CLASSIC XL;27.07.2007;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 3.3;
2092;ADP 1010;LOADED;02.08.2007;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;false;TR 3.3;0x0283
2093;BW0509;MULTI GAME CLASSIC XL;09.08.2007;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 3.3;
2095;BW1028;HARD ROCK;21.08.2007;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 3.3;Ident
2096;BW1047;X-CROSS;22.08.2007;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 3.3;Ident
2097;FRUIT-RUNNER;;22.08.2007;VENATOR Münzautomaten GmbH, 34117 Kassel, Deutschland;false;TR 3.3;
2098;HOT-CHERRY;;23.08.2007;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;false;TR 3.3;0x8118
2100;ADP-1019;TRIO;24.08.2007;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;false;TR 3.3;
2101;ADP 1005;CONFETTI;05.09.2007;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;false;TR 3.3;0x8190
2101;ADP 1005;FILOU;05.09.2007;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;false;TR 3.3;0x8119
2101;ADP 1005;MEGA WINNER;05.09.2007;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;false;TR 3.3;0x8119
2102;CROWN-JEWELS;;20.09.2007;Walberer Automaten GmbH + Co., 45041 Essen, Deutschland;false;TR 3.3;0x0251
2103;ADP 1017;MULTI MULTI;20.09.2007;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;false;TR 3.3;0x0291
2106;CASINO-ELEGANCE-SLIM-II;;26.09.2007;WEBAK Elektronik Handels GmbH, 4810 Gmunden, Österreich;false;TR 3.3;
2110;LE1516F;ROCK AND ROLL;19.11.2007;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;false;TR 3.3;
2111;ADP-1012;TRIO;22.11.2007;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;false;TR 3.3;0x8121
2114;ADP-1038;MULTI MULTI;23.11.2007;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;false;TR 3.3;0x0292
2115;ADMIRAL-CROWN-SLANT;;23.11.2007;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;false;TR 3.3;
2116;ADP-1013;BEACH;29.11.2007;Spiel Tech 66 GmbH, 53937 Schleiden, Deutschland;false;TR 3.3;
2118;ADP-1020;WAIKIKI;05.12.2007;Spiel Tech 66 GmbH, 53937 Schleiden, Deutschland;false;TR 3.3;0x9220
2118;ADP-1020;DRIBBLER;05.12.2007;Spiel Tech 66 GmbH, 53937 Schleiden, Deutschland;false;TR 3.3;0x9220
2120;GLÜCKSRAD-4;;07.12.2007;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;false;TR 3.3;
2121;BW0506;GOLD CASINO LINES;07.12.2007;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 3.3;
2123;CROWN-JEWELS-S;;12.12.2007;Walberer Automaten GmbH + Co., 45041 Essen, Deutschland;false;TR 3.3;
2124;ADP-1024;MAGIE 1 ERGO;18.12.2007;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;false;TR 3.3;
2126;ADP-1066;MAGIE 1 STAND;20.12.2007;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;false;TR 3.3;
2127;BW1049;FREEGAMES;10.01.2008;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 3.3;Ident
2128;GOLDEN-ISLAND-FIRE;;11.01.2008;TAB-Austria Holding GmbH, 4052 Ansfelden, Österreich;false;TR 3.3;
2129;NOVO-STAR-DE-LUXE;;16.01.2008;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;false;TR 3.3;
2130;LE14873;CHICAGO GOLD;25.01.2008;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;false;TR 3.3;
2131;TOP-SKY-EDITIONS-1-SKYMASTER;;30.01.2008;IMPERA GmbH, 4641 Steinhaus, Österreich;false;TR 3.3;
2134;MAGIC-BALLOGATOR;;13.02.2008;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;false;TR 3.3;
2138;ADP 1006;FIRST PARTY;25.02.2008;Spiel Tech 66 GmbH, 53937 Schleiden, Deutschland;false;TR 3.3;0x9219
2138;ADP 1006;FUN BOX;25.02.2008;Spiel Tech 66 GmbH, 53937 Schleiden, Deutschland;false;TR 3.3;0x9219
2140;GLÜCKSRAD-2;;28.03.2008;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;false;TR 3.3;
2141;BW1050;MULTI CASINO;03.04.2008;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 3.3;
2142;CASINO-FUTURE-LINE-I;;04.04.2008;WEBAK Elektronik Handels GmbH, 4810 Gmunden, Österreich;false;TR 3.3;
2143;BW0505;NEVADA CASINO;07.04.2008;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 3.3;
2144;GOLDEN-ISLAND-NEVADA;;08.04.2008;TAB-Austria Holding GmbH, 4052 Ansfelden, Österreich;false;TR 3.3;
2145;ADP-1016;MAGIE 2 STAND;11.04.2008;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;false;TR 3.3;
2147;ADP-1040;WINNER JACKPOT;21.04.2008;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;false;TR 3.3;
2149;LE941B4;TRIOMINT GASTRONOM;24.04.2008;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;false;TR 3.3;
2150;ADP-1089;WINNER JACKPOT;24.04.2008;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;false;TR 3.3;
2152;ADP-1009;BLAZING STAR;29.04.2008;adp Gauselmann GmbH, 32339 Espelkamp, Deutschland;false;TR 3.3;
2153;LE8CF52;TRIOMINT FESTIVAL;30.04.2008;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;false;TR 3.3;
2154;ADMIRAL-CROWN-LOUNGE;;30.04.2008;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;false;TR 3.3;
2155;ADP-1059;BLAZING STAR;30.04.2008;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;false;TR 3.3;
2156;BW0582;MULTI CASINO;30.04.2008;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 3.3;
2157;ADP-1052;BLAZING STAR EINZELSPIEL;05.05.2008;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;false;TR 3.3;
2158;ADP-1053;;07.05.2008;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;false;TR 3.3;
2159;BW1059;DEAL;08.05.2008;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 3.3;Ident
2160;BW1057;18+;13.05.2008;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 3.3;Ident
2161;ADP 1046;JUMP UP;13.05.2008;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;false;TR 3.3;
2163;ADMIRAL-CROWN-CASINO-XL;;16.05.2008;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;false;TR 3.3;
2164;PLAY-1003;BLACK HORSE;20.05.2008;Playmont Flip-Inn Spielautomaten Service- und Handels GmbH, 34117 Kassel, Deutschland;false;TR 3.3;
2165;ADP-1047;;23.05.2008;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;false;TR 3.3;
2166;ADP-1110;;23.05.2008;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;false;TR 3.3;
2167;ADP-1096;;27.05.2008;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;false;TR 3.3;
2168;ADP-1041;;28.05.2008;Spiel Tech 66 GmbH, 53937 Schleiden, Deutschland;false;TR 3.3;
2170;ADP-1061;GOLDEN FIVE;30.05.2008;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;false;TR 3.3;
2171;ADP-1117;;02.06.2008;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;false;TR 3.3;
2172;ADP-1074;;05.06.2008;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;false;TR 3.3;
2174;BW1062;CRAZY RUN;12.06.2008;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 3.3;Ident
2177;HOT-GAMES;;17.06.2008;Intermatic GmbH, 71636 Ludwigsburg, Deutschland;false;TR 3.3;
2178;ADP-1080;;23.06.2008;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;false;TR 3.3;
2179;SUPER-CHERRY-D1;;24.06.2008;Golden Games Peter Schorno, CH-8808 Pfäffikon, Schweiz;false;TR 3.3;
2180;ADP-1062;;24.06.2008;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;false;TR 3.3;
2181;ADP 1073;;25.06.2008;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;false;TR 3.3;
2182;ADP 1087;;26.06.2008;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;false;TR 3.3;
2184;BW2016;;26.06.2008;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 3.3;
2185;BW0510;;27.06.2008;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 3.3;
2186;CASINO-CLASSIC-STAND;;30.06.2008;Sarnow Technologies GmbH, 17329 Sarnow, Deutschland;false;TR 3.3;
2201;LE80849;TRIOMINT GASTROLINER;22.07.2008;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;false;TR 4.0;
2202;LE3B6B7;TRIOMINT JACKY SUPER;12.08.2008;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;false;TR 4.0;
2203;LE9D1B8;BEETLESTAR;19.08.2008;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;false;TR 4.0;
2203;LE9D1B8;CLASSICSTAR;19.08.2008;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;false;TR 4.0;
2204;ADP 1094;HOT WINNER;29.08.2008;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;false;TR 4.0;
2204;ADP 1094;EXPLOSIV;29.08.2008;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;false;TR 4.0;
2205;ADP 1081;BLUE DIAMOND;29.08.2008;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;false;TR 4.0;0x0360
2207;ADP 1025;FRUIT MIX;16.09.2008;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;false;TR 4.0;
2213;BW0514;CASINO GAMES;26.09.2008;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.0;
2214;ADP 1104;COOL YETI;29.09.2008;Spiel Tech 66 GmbH, 53937 Schleiden, Deutschland;true;TR 4.0;
2214;ADP 1104;RED LUCY;29.09.2008;Spiel Tech 66 GmbH, 53937 Schleiden, Deutschland;true;TR 4.0;
2215;ADP 1101;MAXPOT;29.09.2008;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;false;TR 4.0;
2216;UNIVERSE OF GAMES;;01.10.2008;psmtec GmbH, 89257 Illertissen, Deutschland;false;TR 4.0;
2217;ADP 1090;ALOHA;09.10.2008;Spiel Tech 66 GmbH, 53937 Schleiden, Deutschland;true;TR 4.0;
2218;ADP 1108;MYSTERY JACKPOT;10.10.2008;Spiel Tech 13 GmbH, 32361 Preußisch Oldendorf, Deutschland;true;TR 4.0;
2219;BW1040;MULTI GAME CLASSIC 2 XL;13.10.2008;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.0;
2222;ADP 1097;MAXI MORE;16.10.2008;Spiel Tech 66 GmbH, 53937 Schleiden, Deutschland;false;TR 4.0;
2225;ADP 1187;HOT FIVE;25.11.2008;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;false;TR 4.0;0x8169
2226;ADP 1083;HAPPY WORLD;28.11.2008;Spiel Tech 66 GmbH, 53937 Schleiden, Deutschland;false;TR 4.0;
2226;ADP 1083;GAME BOOK;28.11.2008;Spiel Tech 66 GmbH, 53937 Schleiden, Deutschland;false;TR 4.0;
2227;BW0517;CASINO GAMES;10.12.2008;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.0;
2228;LE77E11;ROTAMINT TAKE 7;10.12.2008;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;false;TR 4.0;
2229;LE25915;XENO;11.12.2008;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;false;TR 4.0;
2231;BW0513;MULTI GAME CLASSIC XXL;15.01.2009;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.0;
2232;ADP 1174;CROSS FIRE;28.01.2009;Spiel Tech 66 GmbH, 53937 Schleiden, Deutschland;true;TR 4.0;
2233;JVH0001;;06.02.2009;JVH gaming products GmbH, 51387 Burscheid, Deutschland;false;TR 4.0;
2234;ADP 1018;;16.02.2009;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;false;TR 4.0;
2235;ADP 1118;TALER;19.02.2009;Spiel Tech 66 GmbH, 53937 Schleiden, Deutschland;false;TR 4.0;
2236;ADP 1222;20 SPIELE;19.02.2009;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;true;TR 4.0;0x8202
2239;ADP 1167;;27.02.2009;Spiel Tech 66 GmbH, 53937 Schleiden, Deutschland;true;TR 4.0;
2244;LE5C278;WIN TOWER;20.04.2009;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;false;TR 4.0;
2245;LE54459;TRIOMINT X-EINS;21.04.2009;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;false;TR 4.0;
2246;ADM107;NOVO STAR II;28.04.2009;AUSTRIAN Gaming Industries GmbH, 2352 Gumpoldskirchen, Österreich;true;TR 4.0;
2247;ADP 1180;;29.04.2009;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;true;TR 4.0;
2248;ADP 1030;MAXPOT DELUXE;30.04.2009;Walberer Automaten GmbH + Co., 45041 Essen, Deutschland;true;TR 4.0;
2249;BW0591;GAME STATION;30.04.2009;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;false;TR 4.0;
2256;BW0593;GAME STATION;20.05.2009;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;false;TR 4.0;
2257;BW3000;GAMEBOX;26.05.2009;Bally Wulff Entertainment GmbH, 12045 Berlin, Deutschland;false;TR 4.0;
2258;ADP 1181;TALER GASTRO;05.06.2009;Spiel Tech 66 GmbH, 53937 Schleiden, Deutschland;true;TR 4.0;0x9233
2259;ADP 1095;;09.06.2009;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;true;TR 4.0;
2260;ADP 1243;CRISS CROSS CAFE;11.06.2009;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;true;TR 4.1;0x9251
2262;BW0597;GAME STATION;12.06.2009;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2263;ADP 1257;;17.06.2009;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;false;TR 4.1;
2264;ADP 1271;SUPER FIVE;17.06.2009;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;false;TR 4.1;
2266;ADP 1299;;29.06.2009;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;false;TR 4.1;
2267;ADP 1067;;01.07.2009;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;true;TR 4.1;
2268;ADP 1250;;13.07.2009;Spiel Tech 66 GmbH, 53937 Schleiden, Deutschland;false;TR 4.1;
2269;ADP 1188;;13.07.2009;Spiel Tech 66 GmbH, 53937 Schleiden, Deutschland;false;TR 4.1;
2272;LE51ED4;TRIOMINT GASTROPLAYER;15.07.2009;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;false;TR 4.1;
2273;ADP 1032;;17.07.2009;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;true;TR 4.1;
2277;ADP 1306;;29.07.2009;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;true;TR 4.1;
2279;ADP 1060;;04.08.2009;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;true;TR 4.1;
2280;ADP 1320;;26.08.2009;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;true;TR 4.1;
2282;ADP 1327;;26.08.2009;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;true;TR 4.1;
2285;JVH0003;;03.09.2009;JVH gaming products GmbH, 51387 Burscheid, Deutschland;false;TR 4.1;
2286;LE8E487;TRAILER;09.09.2009;NSM-LÖWEN ENTERTAINMENT GmbH, 55411 Bingen, Deutschland;false;TR 4.1;
2287;ADP 1116;;09.09.2009;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;true;TR 4.1;
2288;BW3006;GAMEBOX;23.09.2009;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2289;BW3005;;25.09.2009;Bally Wulff Automaten GmbH, 12045 Berlin, Deutschland;false;TR 4.1;
2290;ADP 1223;LOKAL RUNDE;07.10.2009;Spiel Tech 66 GmbH, 53937 Schleiden, Deutschland;true;TR 4.1;0x9256
2291;ADP 1230;SERIEN POWER;07.10.2009;Spiel Tech 66 GmbH, 53937 Schleiden, Deutschland;true;TR 4.1;0x9257
2293;ADP 1123;;14.10.2009;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;true;TR 4.1;
2294;ADP 1137;;16.10.2009;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;true;TR 4.1;
2296;ARISTRON-PIRATENBRAUT;;22.10.2009;Ariston Apparatebau GmbH, 42551 Velbert, Deutschland;false;TR 4.1;
2297;ADP 1341;;23.10.2009;Spiel Tech 21 GmbH, 65589 Hadamar, Deutschland;true;TR 4.1;
2298;JVH0005;;29.10.2009;JVH gaming products GmbH, 51387 Burscheid, Deutschland;false;TR 4.1;
2299;ADP 1144;;30.10.2009;Spiel Tech 17 GmbH, 32312 Lübbecke, Deutschland;true;TR 4.1;
